code,name,ects,link,professor,description
PHYS-642,Statistical physics for optimization & learning,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/statistical-physics-for-optimization-learning-PHYS-642,"Krzakala Florent Gérard, Loureiro Bruno, Saglietti Luca, Zdeborová Lenka",Every 2 years
ENG-639,Dynamic programming and optimal control,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/dynamic-programming-and-optimal-control-ENG-639,Summers Tyler,"This course provides an introduction to stochastic optimal control and dynamic programming (DP), with a variety of engineering applications. The course focuses on the DP principle of optimality, and its utility in deriving and approximating solutions to an optimal control problem."
ChE-701,Advanced simulations of solar cell devices,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/advanced-simulations-of-solar-cell-devices-CHE-701,"Carnevali Virginia, Slama Vladislav, Vezzosi Andrea",Every year
CH-633,Advanced Solid State and Surface Characterization,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/advanced-solid-state-and-surface-characterization-CH-633,"Mensi Mounir Driss, Oveisi Emadeddin, Schouwink Pascal Alexander",Every year
ChE-605,AI in chemistry and beyond:Highlights in the field,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/ai-in-chemistry-and-beyond-highlights-in-the-field-CHE-605,"Schwaller Philippe, Vacat .",Every 3 years
ChE-607,AI in chemistry and beyond: Success stories,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/ai-in-chemistry-and-beyond-success-stories-CHE-607,"Schwaller Philippe, Vacat .",Every 3 years
ChE-606,AI in chemistry and beyond: Trends in the field,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/ai-in-chemistry-and-beyond-trends-in-the-field-CHE-606,"Schwaller Philippe, Vacat .",Every 3 years
CH-601(x),Basic and advanced NMR - Level 1 A (EPFL),2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/basic-and-advanced-nmr-level-1-a-epfl-CH-601-X,"Abriata Luciano Andres, Bornet Aurélien, Emsley David Lyndon, Patiny Luc, Piveteau Laura",Every year
CH-601(y),Basic and advanced NMR - Level 1 B (Sion),2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/basic-and-advanced-nmr-level-1-b-sion-CH-601-Y,"Bornet Aurélien, Piveteau Laura",Every year
CH-703,Basic and advanced NMR - Level 2 (EPFL),2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/basic-and-advanced-nmr-level-2-epfl-CH-703,"Abriata Luciano Andres, Bornet Aurélien, Emsley David Lyndon, Patiny Luc, Piveteau Laura",Every year
CH-602,Basic principles of drug action at the cardiovascular system,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/basic-principles-of-drug-action-at-the-cardiovascular-system-CH-602,"Diviani Dario, Hummler Beermann Edith, Kellenberger Stephan Beat",Every year
CH-603,Basic principles of drug action at the nervous system,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/basic-principles-of-drug-action-at-the-nervous-system-CH-603,Kellenberger Stephan Beat,Every year
CH-635,Chemical Biology Seminar Series 1,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/chemical-biology-seminar-series-1-CH-635,"Fierz Beat, Heinis Christian, Schuhmacher Milena Maria, Steinauer Angela, Vacat .",Every 3 years
CH-636,Chemical Biology Seminar Series 2,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/chemical-biology-seminar-series-2-CH-636,"Fierz Beat, Heinis Christian, Schuhmacher Milena Maria, Steinauer Angela, Vacat .",Every 3 years
CH-637,Chemical Biology Seminar Series 3,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/chemical-biology-seminar-series-3-CH-637,"Fierz Beat, Heinis Christian, Schuhmacher Milena Maria, Steinauer Angela, Vacat .",Every 3 years
CH-634,Chemical Probes for Imaging in Biology,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/chemical-probes-for-imaging-in-biology-CH-634,Johnsson Kai,Every year
CH-628,Chemosensory receptors: Applications for biosensors and medical therapies,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/chemosensory-receptors-applications-for-biosensors-and-medical-therapies-CH-628,Pick Horst,Every year
CH-620,Efficient Synthetic Routes Towards Bioactive Molecules,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/efficient-synthetic-routes-towards-bioactive-molecules-CH-620,Cramer Nicolai,Every year
ChE-614,Electron & energy transfer in organic & hybrid systems,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/electron-energy-transfer-in-organic-hybrid-systems-CHE-614,"Marchioro Arianna, Nüesch Frank",Every year
CH-629,Frontiers in Sustainable Chemical Synthesis,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/frontiers-in-sustainable-chemical-synthesis-CH-629,"Hu Xile, Waser Jérôme",Every 2 years
ChE-601,Hands-on with Research Data Management in Chemistry,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/hands-on-with-research-data-management-in-chemistry-CHE-601,"Borel Alain, Gabella Chiara, Varrato Francesco",Every year
ChE-610,Highlights energy research and chemical engineering 1,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/highlights-energy-research-and-chemical-engineering-1-CHE-610,"Queen Wendy Lee, Vacat .",Every 3 years
ChE-611,Highlights energy research and chemical engineering 2,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/highlights-energy-research-and-chemical-engineering-2-CHE-611,"Queen Wendy Lee, Vacat .",Every 3 years
ChE-612,Highlights energy research and chemical engineering 3,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/highlights-energy-research-and-chemical-engineering-3-CHE-612,"Boghossian Ardemis Anoush, Queen Wendy Lee, Vacat .",Every 3 years
CH-711,"Inorganic chemistry ""Applications and spin-offs""",2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/inorganic-chemistry-applications-and-spin-offs-CH-711,"Mazzanti Marinella, Severin Kay",Every 3 years
CH-728,"Mass spectrometry, principles and applications",3,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/mass-spectrometry-principles-and-applications-CH-728,"Gasilova Natalia, Menin Laure, Ortiz Trujillo Daniel, Patiny Luc",Every year
CH-604,Medicinal chemistry: concepts and case studies from the pharmaceutical industry,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/medicinal-chemistry-concepts-and-case-studies-from-the-pharmaceutical-industry-CH-604,Quancard Jean,Every 2 years
CH-640,Modern Organic chemistry-Highlights in the field,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/modern-organic-chemistry-highlights-in-the-field-CH-640,"Vacat ., Zhu Jieping",Every 3 years
CH-642,Modern Organic chemistry-Success stories,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/modern-organic-chemistry-success-stories-CH-642,"Cramer Nicolai, Vacat .",Every 3 years
CH-641,Modern Organic chemistry-Trends in the field,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/modern-organic-chemistry-trends-in-the-field-CH-641,"Vacat ., Waser Jérôme",Every 3 years
CH-632,Principles and Applications of X-ray Diffraction,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/principles-and-applications-of-x-ray-diffraction-CH-632,"Fadaei Tirani Farzaneh, Schouwink Pascal Alexander",Every year
CH-622,Synergism between Art of Total Synthesis and High Level Strategic Design (MOM),2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/synergism-between-art-of-total-synthesis-and-high-level-strategic-design-mom-CH-622,Zhu Jieping,Every year
ENG-619,Information literacy for chemists,1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/information-literacy-for-chemists-ENG-619,"Borel Alain, Palatella Vincenzo, Pasquier Simon, Petrilli Miriam",Every year
ENG-613(1),Scientific Writing (EDCH) (1) (Fall),1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/scientific-writing-edch-1-fall-ENG-613-1,Bless Ann Sheila,Every year
ENG-613(2),Scientific Writing (EDCH) (2) (Spring),1,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/scientific-writing-edch-2-spring-ENG-613-2,Bless Ann Sheila,Every year
MSE-639,Statistical methods in atomistic computer simulations,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/statistical-methods-in-atomistic-computer-simulations-MSE-639,Ceriotti Michele,Every 2 years
CH-435,Asymmetric catalysis for fine chemicals synthesis,3,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/asymmetric-catalysis-for-fine-chemicals-synthesis-CH-435,Waser Jérôme,"The asymmetric synthesis of fine chemicals is a research topic of growing importance for the synthesis of modern materials, drugs and agrochemicals. In this lecture, the concepts of asymmetric catalysis for fine chemical synthesis are introduced."
ChE-410,Catalysis for emission control and energy processes,3,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/catalysis-for-emission-control-and-energy-processes-CHE-410,Kröcher Oliver,The course is an introduction to heterogeneous catalysis for environmental protection and energy production. It focusses on catalytic exhaust gas cleaning as well as catalytic systems relevant for gaseous and liquid fuel production. The course ends with two days of experimental exercises at PSI.
CH-427,Chemistry of f elements,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/chemistry-of-f-elements-CH-427,Mazzanti Marinella,"The course will provide a synopsis of the chemistry of f elements (lanthanides and actinides) covering structure, bonding, redox and spectroscopic properties and reactivity. The coordination and organometallic chemistry of these ions will be discussed with an overview of their main applications."
CH-452,Computational methods in molecular quantum mechanics,4,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/computational-methods-in-molecular-quantum-mechanics-CH-452,Bonella Sara,This course will discuss the main methods for the simulation of quantum time dependent properties for molecular systems. Basic notions of density functional theory will be covered. An introduction to simulating nuclear quantum effects for adiabatic and non adiabatic dynamics will be provided.
MSE-423,Fundamentals of solid-state materials,4,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/fundamentals-of-solid-state-materials-MSE-423,Marzari Nicola,"Fundamentals of quantum mechanics as applied to atoms, molecules, and solids. Electronic, optical, and magnetic properties of solids."
ChE-403,Heterogeneous reaction engineering,4,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/heterogeneous-reaction-engineering-CHE-403,Luterbacher Jeremy,The theoretical background and practical aspects of heterogeneous reactions including the basic knowledge of heterogeneous catalysis are introduced. The fundamentals are given to allow the design of multiphase chemical reactors.
CH-453,Molecular quantum dynamics,3,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/molecular-quantum-dynamics-CH-453,Vanicek Jiri,"The course covers several exact, approximate, and numerical methods to solve the time-dependent molecular Schrödinger equation, and applications including calculations of molecular electronic spectra. More advanced topics include introduction to the semiclassical methods and Feynman path integral."
CH-431,Physical and computational organic chemistry,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/physical-and-computational-organic-chemistry-CH-431,Corminboeuf Anne-Clémence,This course introduces modern computational electronic structure methods and their broad applications to organic chemistry. It also discusses physical organic concepts to illustrate the stability and reactivity of organic molecules.
CH-432,Structure and reactivity,3,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/structure-and-reactivity-CH-432,Cramer Nicolai,To develop a detailed knowledge of the key steps of advanced modern organic synthesis going beyond classical chemistry of olefins and carbonyls.
CH-407,Sustainable chemistry and engineering in Industry,2,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/sustainable-chemistry-and-engineering-in-industry-CH-407,"Biasi Pierdomenico, Brocklehurst Cara Emily, Godineau Edouard André Pierre Marie, Lovelle Gomez Lucie Elise Alice, Nanchen Annik, Robvieux Fabrice, Waser Jérôme","In the course given by experts from the Swiss Chemical industry, the students will be introduced in key concepts of sustainable chemistry and chemical engineering of industrial relevance. They will be able to learn from real hands-on problems and to better understand the challenges faced in industry"
CH-438,Total synthesis of natural products,3,https://edu.epfl.ch/studyplan/en/doctoral_school/chemistry-and-chemical-engineering/coursebook/total-synthesis-of-natural-products-CH-438,Zhu Jieping,"Complex polycyclic natural products are chosen to illustrate the evolution of the state-of-the-art of the field, the interplay between strategy and new reactions as well as the importance of implementing multi-bond forming processes in a synthesis."
CIVIL-611,Frontiers of Deep Learning for Engineers,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/frontiers-of-deep-learning-for-engineers-CIVIL-611,"Alahi Alexandre Massoud, Fink Olga, Tuia Devis","The seminar aims at discussing recent research papers in the field of deep learning, implementing the transferability/adaptability of the proposed approaches to applications in the field of research of the Ph.D. student."
ENV-621,Hands-on bioinformatics for microbial meta-omics,3,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/hands-on-bioinformatics-for-microbial-meta-omics-ENV-621,"Altshuler Ianina, Bell Emma, Bernier-Latmani Rizlan, Carratala Ripolles Anna",Every 3 years
CIVIL-606,Inference for large-scale time series with application to sensor fusion,2,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/inference-for-large-scale-time-series-with-application-to-sensor-fusion-CIVIL-606,"Guerrier Stéphane, Skaloud Jan",Every 3 years
ENV-723,Models for applied environmental economics,1,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/models-for-applied-environmental-economics-ENV-723,Vöhringer Frank,Every 2 years
CIVIL-709,New Concretes for Structures,2,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/new-concretes-for-structures-CIVIL-709,Denarié Emmanuel,Every year
MATH-600,Optimization and simulation,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/optimization-and-simulation-MATH-600,Bierlaire Michel,Master state-of-the art methods in optimization with heuristics and simulation. Work involves: - reading the material beforehand - class hours to discuss the material and solve problems - homework
CIVIL-714,Performance-based earthquake engineering,3,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/performance-based-earthquake-engineering-CIVIL-714,Lignos Dimitrios,Every 2 years
MATH-611,Scientific programming for Engineers,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/scientific-programming-for-engineers-MATH-611,Anciaux Guillaume,Every year
CIVIL-705,Selected Topics on Advanced Composites in Engineering Structures,2,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/selected-topics-on-advanced-composites-in-engineering-structures-CIVIL-705,Vassilopoulos Anastasios,Every 2 years
ENV-630(a),EESS - CESS Seminar Course - option 1 (FALL),1,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/eess-cess-seminar-course-option-1-fall-ENV-630-A,"Altshuler Ianina, Zhang Kenan",Every year
ENV-630(c),EESS - CESS Seminar Course - option 1 (SPRING),1,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/eess-cess-seminar-course-option-1-spring-ENV-630-C,"Altshuler Ianina, Zhang Kenan",Every year
ENV-630(b),EESS - CESS Seminar Course - option 2 (FALL),1,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/eess-cess-seminar-course-option-2-fall-ENV-630-B,"Altshuler Ianina, Zhang Kenan",Every year
ENV-630(d),EESS - CESS Seminar Course - option 2 (SPRING),1,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/eess-cess-seminar-course-option-2-spring-ENV-630-D,"Altshuler Ianina, Zhang Kenan",Every year
EE-613,Machine Learning for Engineers,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/machine-learning-for-engineers-EE-613,"Calinon Sylvain, Canévet Olivier, Odobez Jean-Marc, Villamizar Michael",Every 2 years
CIVIL-608,Research skills in the Open Science Era,2,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/research-skills-in-the-open-science-era-CIVIL-608,"Anciaux Guillaume, Gabella Chiara, Palatella Vincenzo, Weil Charlotte Gisèle",Every year
ENV-617,Snow Science Winter School (WSL),3,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/snow-science-winter-school-wsl-ENV-617,Löwe Henning,Every year
ENV-619,Summer School: Forests in the Anthropocene,3,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/summer-school-forests-in-the-anthropocene-ENV-619,Grossiord Charlotte,Every year
MATH-801(1),Winter School on Optimization and Operations Research (I),1,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/winter-school-on-optimization-and-operations-research-i-MATH-801-1,Bierlaire Michel,Every year
MATH-801(2),Winter School on Optimization and Operations Research (II),2,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/winter-school-on-optimization-and-operations-research-ii-MATH-801-2,Bierlaire Michel,Every year
CIVIL-443,Advanced composites in engineering structures,3,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/advanced-composites-in-engineering-structures-CIVIL-443,Vassilopoulos Anastasios,"1.Introduce topics in properties, processing, mechanical behavior, characterization, analysis and structural design of Fiber Reinforced Composites 2.Help students develop their research skills through independent investigations on research topics"
ENV-409,Air pollution,5,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/air-pollution-ENV-409,"Reimann Bhend Stefan, Takahama Satoshi, Violaki Kalliopi",A survey course describing the origins of air pollution and climate change
CS-401,Applied data analysis,8,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/applied-data-analysis-CS-401,Brbic Maria,"This course teaches the basic techniques, methodologies, and practical skills required to draw meaningful insights from a variety of data, with the help of the most acclaimed software tools in the data science world (pandas, scikit-learn, Spark, etc.)"
MATH-449,Biostatistics,5,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/biostatistics-MATH-449,Stensrud Mats Julius,"This course covers statistical methods that are widely used in medicine and biology. A key topic is the analysis of longitudinal data: that is, methods to evaluate exposures, effects and outcomes that are functions of time. While motivated by real-life problems, some of the material will be abstract"
CIVIL-464,Composites design and innovation,3,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/composites-design-and-innovation-CIVIL-464,Vassilopoulos Anastasios,The course offers the opportunity to gain practical experience in the characterization of fiber reinforced polymer and manufacturing/production methods for composite structures. The material is presented by lectures and visits to the laboratory. This is mainly a project based - hands on course
EE-559,Deep learning,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/deep-learning-EE-559,Cavallaro Andrea,"This course explores how to design reliable discriminative and generative neural networks, the ethics of data acquisition and model deployment, as well as modern multi-modal models."
CS-423,Distributed information systems,6,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/distributed-information-systems-CS-423,Aberer Karl,"This course introduces the foundations of information retrieval, data mining and knowledge bases, which constitute the foundations of today's Web-based distributed information systems."
ENV-411,Ecohydrological modeling,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/ecohydrological-modeling-ENV-411,Bonetti Sara,"This course provides the theoretical basis for understanding and modeling the interactions between the hydrologic cycle, vegetation, soil, climate, and human society."
CIVIL-511,Engineering of existing structures,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/engineering-of-existing-structures-CIVIL-511,"Denarié Emmanuel, Nussbaumer Alain","The engineering of existing structures encompasses the examination of condition and load-carrying capacity, decision criteria, and methods for rehabilitation or strengthening. This course presents the bases necessary for this approach at the level of materials and structural response."
ENV-507,Fate and behaviour of environmental contaminants,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/fate-and-behaviour-of-environmental-contaminants-ENV-507,,"The student will learn the important processes that control the transport and transformation of organic chemicals in the environment, as well as the formulation and solution of quantitative models to describe these processes."
EE-451,Image analysis and pattern recognition,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/image-analysis-and-pattern-recognition-EE-451,"Bozorgtabar Seyedbehzad, Thiran Jean-Philippe",This course gives an introduction to the main methods of image analysis and pattern recognition.
ENV-540,Image processing for Earth observation,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/image-processing-for-earth-observation-ENV-540,Tuia Devis,This course covers optical remote sensing from satellites and airborne platforms. The different systems are presented. The students will acquire skills in image processing and machine/deep learning to extract end-products from the images such as land cover or risk maps.
CS-433,Machine learning,8,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/machine-learning-CS-433,"Flammarion Nicolas Henri Bernard, Jaggi Martin","Machine learning methods are becoming increasingly central in many sciences and applications. In this course, fundamental principles and methods of machine learning will be introduced, analyzed and practically implemented."
MICRO-455,Machine learning I,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/machine-learning-i-MICRO-455,Billard Aude,
MATH-463,Mathematical modelling of behavior,5,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/mathematical-modelling-of-behavior-MATH-463,Bierlaire Michel,"Discrete choice models allow for the analysis and prediction of individuals' choice behavior. The objective of the course is to introduce both methodological and applied aspects, in the field of marketing, transportation, and finance."
ENV-513,Multivariate statistics in R,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/multivariate-statistics-in-r-ENV-513,Peter Hannes Markus,Data required for ecosystem assessment is typically multidimensional. Multivariate statistical tools allow us to summarize and model multiple ecological parameters. This course provides a conceptual introduction and guidelines for the use of multivariate statistical tools using the R platform.
ENV-410,Science of climate change,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/science-of-climate-change-ENV-410,Schmale Julia,"The course equips students with a comprehensive scientific understanding of climate change covering a wide range of topics from physical principles, historical climate change, greenhouse gas emissions, the IPCC assessment to future scenarios and climate action."
ENV-408,Sensing and spatial modeling for earth observation,5,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/sensing-and-spatial-modeling-for-earth-observation-ENV-408,"Berne Alexis, Skaloud Jan, Tuia Devis","Students get acquainted with the process of mapping from images (orthophoto and DEM), as well as with methods for monitoring the Earth surface using remotely sensed data. Methods will span from machine learning to geostatistics and model the spatiotemporal variability of processes."
CIVIL-369,Structural stability,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/structural-stability-CIVIL-369,"De Abreu E Presa De Castro E Sousa Albano António, Heredia Rosa Diego Isidoro, Lignos Dimitrios",Advanced topics in structural stability; elastic & inelastic column buckling; lateral-torsional buckling of bridge/plate girders; nonlinear geometric effects; frame stability; computational formulation of stability theory; Geometric stiffness method; Plate buckling; Plastic collapse analysis
CS-460,Systems for data management and data science,8,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/systems-for-data-management-and-data-science-CS-460,"Ailamaki Anastasia, Kermarrec Anne-Marie",This is a course for students who want to understand modern large-scale data analysis systems and database systems. The course covers fundamental principles for understanding and building systems for managing and analyzing large amounts of data. It covers a wide range of topics and technologies.
BIO-449,Understanding statistics and experimental design,4,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/understanding-statistics-and-experimental-design-BIO-449,,This course is neither an introduction to the mathematics of statistics nor an introduction to a statistics program such as R. The aim of the course is to understand statistics from its experimental design and to avoid common pitfalls of statistical reasoning. There is space to discuss ongoing work.
CS-503,Visual intelligence : machines and minds,6,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/visual-intelligence-machines-and-minds-CS-503,Roshan Zamir Amir,The course will discuss classic material as well as recent advances in computer vision and machine learning relevant to processing visual data -- with a primary focus on embodied intelligence and vision for active agents.
ENV-405,Water and wastewater treatment,5,https://edu.epfl.ch/studyplan/en/doctoral_school/civil-and-environmental-engineering/coursebook/water-and-wastewater-treatment-ENV-405,"Holliger Christof, von Gunten Urs","This course on water and wastewater treatment shows how to implement and design different methods and techniques to eliminate organic matter, nitrogen and phosporous from wastewater, and how to apply physical and chemical methods and techniques to produce drinking water."
BIOENG-606,EDCB seminar series,1,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/edcb-seminar-series-BIOENG-606,"Barth Patrick Daniel, Bitbol Anne-Florence Raphaëlle, De Los Rios Paolo, Rahi Sahand Jamal",Every year
BIO-659,Advanced Microscopy for Life Science,3,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/advanced-microscopy-for-life-science-BIO-659,Seitz Arne,Every year
EE-619,Advanced topics in network neuroscience,2,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/advanced-topics-in-network-neuroscience-EE-619,Amico Enrico,Every year
CH-602,Basic principles of drug action at the cardiovascular system,1,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/basic-principles-of-drug-action-at-the-cardiovascular-system-CH-602,"Diviani Dario, Hummler Beermann Edith, Kellenberger Stephan Beat",Every year
BIO-693,Bioinformatic Analysis of RNA-sequencing,3,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/bioinformatic-analysis-of-rna-sequencing-BIO-693,"Burns Allison Marie, Guex Nicolas Jean Philippe, Iseli Christian, Jan Maxime, Mhalla Ep Marchand Linda",Every year
EE-608,Deep Learning For Natural Language Processing,4,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/deep-learning-for-natural-language-processing-EE-608,Henderson James,Every 2 years
ENG-704,EECS Seminar: Advanced Topics in Machine Learning,2,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/eecs-seminar-advanced-topics-in-machine-learning-ENG-704,"Bosselut Antoine, Cevher Volkan, Faltings Boi, Flammarion Nicolas Henri Bernard, Frossard Pascal, West Robert",Every year
EE-612,Fundamentals in statistical pattern recognition,4,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/fundamentals-in-statistical-pattern-recognition-EE-612,"Anjos André, Canévet Olivier, Marcel Sébastien",Every 2 years
EE-805,Fundamentals of Image Analysis,2,https://edu.epfl.ch/studyplan/en/doctoral_school/computational-and-quantitative-biology/coursebook/fundamentals-of-image-analysis-EE-805,"Andò Edward Carlo Giorgio, Sage Daniel, Unser Michaël",Every year
