code,name,ects,link,professor,description
CS-450,Algorithms II,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/algorithms-ii-CS-450,"Kapralov Mikhail, Svensson Ola Nils Anders","A first graduate course in algorithms, this course assumes minimal background, but moves rapidly. The objective is to learn the main techniques of algorithm analysis and design, while building a repertory of basic algorithmic solutions to problems in many domains."
CS-401,Applied data analysis,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/applied-data-analysis-CS-401,Brbic Maria,"This course teaches the basic techniques, methodologies, and practical skills required to draw meaningful insights from a variety of data, with the help of the most acclaimed software tools in the data science world (pandas, scikit-learn, Spark, etc.)"
CS-330,Artificial intelligence,4,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/artificial-intelligence-CS-330,Faltings Boi,"Introduction aux techniques de l'Intelligence Artificielle, complémentée par des exercices de programmation qui montrent les algorithmes et des exemples de leur application à des problèmes pratiques."
CS-524,Computational complexity,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computational-complexity-CS-524,Göös Mika Tapani,"In computational complexity we study the computational resources needed to solve problems and understand the relation between different types of computation. This course advances the students knowledge of computational complexity, and develop an understanding of fundamental open questions."
CS-200,Computer architecture,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computer-architecture-CS-200,Ienne Paolo,This course completes the overview of computer architecture started on the first year (CS-173 DSD).
CS-341,Computer graphics,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computer-graphics-CS-341,Pauly Mark,"The students study and apply fundamental concepts and algorithms of computer graphics for rendering, geometry synthesis, and animation. They design and implement their own interactive graphics programs."
CS-320,Computer language processing,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computer-language-processing-CS-320,Kuncak Viktor,"We teach the fundamental aspects of analyzing and interpreting computer languages, including the techniques to build compilers. You will build a working compiler from an elegant functional language into machine code using a popular backend called LLVM (https://llvm.org)"
COM-301,Computer security and privacy,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computer-security-and-privacy-COM-301,"Bugnion Edouard, González Troncoso Carmela","This is an introductory course to computer security and privacy. Its goal is to provide students with means to reason about security and privacy problems, and provide them with tools to confront them."
CS-202,Computer systems,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computer-systems-CS-202,"Argyraki Aikaterini, Chappelier Jean-Cédric, Kashyap Sanidhya","This course will teach operating systems and networks in an integrated fashion,emphasising the fundamental concepts and techniques that make their interaction possible/practical. Core lectures will be coupled with C programming lectures and assignments for hands-on experience."
CS-442,Computer vision,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/computer-vision-CS-442,Fua Pascal,"Computer Vision aims at modeling the world from digital images acquired using video or infrared cameras, and other imaging sensors. We will focus on images acquired using digital cameras. We will introduce basic processing techniques and discuss their field of applicability."
COM-401,Cryptography and security,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/cryptography-and-security-COM-401,Vaudenay Serge,"This course introduces the basics of cryptography. We review several types of cryptographic primitives, when it is safe to use them and how to select the appropriate security parameters. We detail how they work and sketch how they can be implemented."
CS-300,Data-intensive systems,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/data-intensive-systems-CS-300,"Ailamaki Anastasia, Kashyap Sanidhya",This course covers the data management system design concepts using a hands-on approach.
CS-438,Decentralized systems engineering,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/decentralized-systems-engineering-CS-438,"Borsò Pierluca, Ford Bryan Alexander","A decentralized system is one that works when no single party is in charge or fully trusted. This course teaches decentralized systems principles while guiding students through the engineering of their own decentralized system featuring messaging, file sharing, encryption, and blockchain concepts."
CS-411,Digital education,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/digital-education-CS-411,"Dillenbourg Pierre, Jermann Patrick",This course addresses the relationship between specific technological features and the learners' cognitive processes. It also covers the methods and results of empirical studies: do student actually learn due to technologies? I will be given twice in 2025 (Spring + Fall)
CS-451,Distributed algorithms,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/distributed-algorithms-CS-451,Guerraoui Rachid,"Computing is nowadays distributed over several machines, in a local IP-like network, a cloud or a P2P network. Failures are common and computations need to proceed despite partial failures of machines or communication links. This course will study the foundations of reliable distributed computing."
CS-452,Foundations of software,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/foundations-of-software-CS-452,Bourgeat Thomas Emile,"The course introduces the foundations on which programs and programming languages are built. It introduces syntax, types and semantics as building blocks that together define the properties of a program part or a language. Students will learn how to apply these concepts in their reasoning."
CS-173,Fundamentals of digital systems,7,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/fundamentals-of-digital-systems-CS-173,Stojilovic Mirjana,"Welcome to the introductory course in digital design and computer architecture. In this course, we will embark on a journey into the world of digital systems, exploring the fundamental principles and concepts that underpin modern computing technology."
COM-402,Information security and privacy,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/information-security-and-privacy-COM-402,Payer Mathias Josef,This course provides an overview of information security and privacy topics. It introduces students to the knowledge and tools they will need to deal with the security/privacy challenges they are likely to encounter in today's world. The tools are illustrated with relevant applications.
CS-430,Intelligent agents,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/intelligent-agents-CS-430,Faltings Boi,"Software agents are widely used to control physical, economic and financial processes. The course presents practical methods for implementing software agents and multi-agent systems, supported by programming exercises, and the theoretical underpinnings including computational game theory."
CS-428,Interactive theorem proving,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/interactive-theorem-proving-CS-428,"Barrière Aurèle Aimé Aubin, Pit-Claudel Clément","A hands-on introduction to interactive theorem proving, computer-checked mathematics, compiler verification, proofs as programs, dependent types, and proof automation. Come learn how to write computer-checked proofs and certified bug-free code!"
CS-491,Introduction to IT consulting,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/introduction-to-it-consulting-CS-491,Regev Gil,"This course is an introduction to the alignment of enterprise needs with the possibilities offered by Information Technology (IT). Using a simulated business case, we explore how to define the requirements for an IT service that matches stakeholders explicit and implicit wishes."
CS-431,Introduction to natural language processing,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/introduction-to-natural-language-processing-CS-431,"Bosselut Antoine, Chappelier Jean-Cédric, Rajman Martin","The objective of this course is to present the main models, formalisms and algorithms necessary for the development of applications in the field of natural language information processing. The concepts introduced during the lectures will be applied during practical sessions."
CS-433,Machine learning,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/machine-learning-CS-433,"Flammarion Nicolas Henri Bernard, Jaggi Martin","Machine learning methods are becoming increasingly central in many sciences and applications. In this course, fundamental principles and methods of machine learning will be introduced, analyzed and practically implemented."
CS-552,Modern natural language processing,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/modern-natural-language-processing-CS-552,Bosselut Antoine,"Natural language processing is ubiquitous in modern intelligent technologies, serving as a foundation for language translators, virtual assistants, search engines, and many more. In this course, students will learn algorithmic tools for tackling problems in modern NLP."
CS-596,Optional research project in computer science II,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/optional-research-project-in-computer-science-ii-CS-596,Profs divers *,Individual research during the semester under the guidance of a professor or an assistant.
CS-302,Parallelism and concurrency in software,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/parallelism-and-concurrency-in-software-CS-302,Falsafi Babak,"From sensors,to smart phones,to the world's largest datacenters and supercomputers, parallelism & concurrency is ubiquitous in modern computing.There are also many forms of parallel & concurrent execution in modern platforms with varying degrees of ease of programmability,performance & efficiency."
CS-214,Software construction,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/software-construction-CS-214,"Kuncak Viktor, Odersky Martin, Pit-Claudel Clément","Learn how to design and implement reliable, maintainable, and efficient software using a mix of programming skills (declarative style, higher-order functions, inductive types, parallelism) and fundamental software construction concepts (reusability, abstraction, encapsulation, composition, proofs)"
CS-448,Sublinear algorithms for big data analysis,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/sublinear-algorithms-for-big-data-analysis-CS-448,Kapralov Mikhail,"In this course we will define rigorous mathematical models for computing on large datasets, cover main algorithmic techniques that have been developed for sublinear (e.g. faster than linear time) data processing. We will also discuss limitations inherent to computing with constrained resources."
CS-460,Systems for data management and data science,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/systems-for-data-management-and-data-science-CS-460,"Ailamaki Anastasia, Kermarrec Anne-Marie",This is a course for students who want to understand modern large-scale data analysis systems and database systems. The course covers fundamental principles for understanding and building systems for managing and analyzing large amounts of data. It covers a wide range of topics and technologies.
COM-407,TCP/IP networking,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/tcp-ip-networking-COM-407,Nikolopoulos Pavlos,In the lectures you will learn and understand the main ideas that underlie and the way communication networks are built and run. In the labs you will exercise practical configurations.
CS-251,Theory of computation,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/theory-of-computation-CS-251,Göös Mika Tapani,"This course constitutes an introduction to theory of computation. It discusses the basic theoretical models of computing (finite automata, Turing machine), as well as, provides a solid and mathematically precise understanding of their fundamental capabilities and limitations."
CS-311,The software enterprise - from ideas to products,8,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/the-software-enterprise-from-ideas-to-products-CS-311,"Bugnion Edouard, Candea George",This course teaches the journey taken by software engineering teams from incipient ideas to software products that solve real problems for real people.
CS-455,Topics in theoretical computer science,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/topics-in-theoretical-computer-science-CS-455,,"The students gain an in-depth knowledge of several current and emerging areas of theoretical computer science. The course familiarizes them with advanced techniques, and develops an understanding of fundamental questions that underlie some of the key problems of modern computer science."
CS-444,Virtual reality,6,https://edu.epfl.ch/studyplan/en/minor/computer-science-minor/coursebook/virtual-reality-CS-444,Boulic Ronan,The goal of VR is to embed the users in a potentially complex virtual environment while ensuring that they are able to react as if this environment were real. The course provides a human perception-action background and describes the key programming techniques for achieving efficient VR applications
COM-501,Advanced cryptography,6,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/advanced-cryptography-COM-501,Vaudenay Serge,"This course reviews some failure cases in public-key cryptography. It introduces some cryptanalysis techniques. It also presents fundamentals in cryptography such as interactive proofs. Finally, it presents some techniques to validate the security of cryptographic primitives."
CS-477,Advanced operating systems,6,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/advanced-operating-systems-CS-477,Kashyap Sanidhya,"This course teaches advanced OS system design. Using an extensive hands-on approach, the course focuses on traditional and new concepts proposed in the past two decades in the area of operating systems."
CS-523,Advanced topics on privacy enhancing technologies,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/advanced-topics-on-privacy-enhancing-technologies-CS-523,González Troncoso Carmela,"This advanced course will provide students with the knowledge to tackle the design of privacy-preserving ICT systems. Students will learn about existing technologies to prect privacy, and how to evaluate the protection they provide."
MATH-310,Algebra,4,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/algebra-MATH-310,Lachowska Anna,"This is an introduction to modern algebra: groups, rings and fields."
CS-250,Algorithms I,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/algorithms-i-CS-250,"Chiesa Alessandro, Svensson Ola Nils Anders","The students learn the theory and practice of basic concepts and techniques in algorithms. The course covers mathematical induction, techniques for analyzing algorithms, elementary data structures, major algorithmic paradigms such as dynamic programming, sorting and searching, and graph algorithms."
COM-301,Computer security and privacy,6,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/computer-security-and-privacy-COM-301,"Bugnion Edouard, González Troncoso Carmela","This is an introductory course to computer security and privacy. Its goal is to provide students with means to reason about security and privacy problems, and provide them with tools to confront them."
CS-202,Computer systems,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/computer-systems-CS-202,"Argyraki Aikaterini, Chappelier Jean-Cédric, Kashyap Sanidhya","This course will teach operating systems and networks in an integrated fashion,emphasising the fundamental concepts and techniques that make their interaction possible/practical. Core lectures will be coupled with C programming lectures and assignments for hands-on experience."
COM-401,Cryptography and security,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/cryptography-and-security-COM-401,Vaudenay Serge,"This course introduces the basics of cryptography. We review several types of cryptographic primitives, when it is safe to use them and how to select the appropriate security parameters. We detail how they work and sketch how they can be implemented."
CS-300,Data-intensive systems,6,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/data-intensive-systems-CS-300,"Ailamaki Anastasia, Kashyap Sanidhya",This course covers the data management system design concepts using a hands-on approach.
CS-438,Decentralized systems engineering,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/decentralized-systems-engineering-CS-438,"Borsò Pierluca, Ford Bryan Alexander","A decentralized system is one that works when no single party is in charge or fully trusted. This course teaches decentralized systems principles while guiding students through the engineering of their own decentralized system featuring messaging, file sharing, encryption, and blockchain concepts."
CS-550,Formal verification,6,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/formal-verification-CS-550,Kuncak Viktor,We introduce formal verification as an approach for developing highly reliable systems. Formal verification finds proofs that computer systems work under all relevant scenarios. We will learn how to use formal verification tools and explain the theory and the practice behind them.
CS-459,Foundations of probabilistic proofs,6,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/foundations-of-probabilistic-proofs-CS-459,Chiesa Alessandro,"Probabilistic proof systems (eg PCPs and IPs) have had a tremendous impact on theoretical computer science, as well as on real-world secure systems. They underlie delegation of computation protocols and hardness of approximation. This course covers the foundations of probabilistic proof systems."
COM-402,Information security and privacy,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/information-security-and-privacy-COM-402,Payer Mathias Josef,This course provides an overview of information security and privacy topics. It introduces students to the knowledge and tools they will need to deal with the security/privacy challenges they are likely to encounter in today's world. The tools are illustrated with relevant applications.
MATH-489,Number theory II.c - Cryptography,5,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/number-theory-ii-c-cryptography-MATH-489,Jetchev Dimitar Petkov,The goal of the course is to introduce basic notions from public key cryptography (PKC) as well as basic number-theoretic methods and algorithms for cryptanalysis of protocols and schemes based on PKC.
CS-214,Software construction,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/software-construction-CS-214,"Kuncak Viktor, Odersky Martin, Pit-Claudel Clément","Learn how to design and implement reliable, maintainable, and efficient software using a mix of programming skills (declarative style, higher-order functions, inductive types, parallelism) and fundamental software construction concepts (reusability, abstraction, encapsulation, composition, proofs)"
CS-412,Software security,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/software-security-CS-412,Payer Mathias Josef,"This course focuses on software security fundamentals, secure coding guidelines and principles, and advanced software security concepts. Students learn to assess and understand threats, learn how to design and implement secure software systems, and get hands-on experience with security pitfalls."
COM-506,Student seminar: security protocols and applications,3,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/student-seminar-security-protocols-and-applications-COM-506,Vaudenay Serge,"This seminar introduces the participants to the current trends, problems, and methods in the area of communication security."
COM-407,TCP/IP networking,8,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/tcp-ip-networking-COM-407,Nikolopoulos Pavlos,In the lectures you will learn and understand the main ideas that underlie and the way communication networks are built and run. In the labs you will exercise practical configurations.
CS-510,Topics in software security,3,https://edu.epfl.ch/studyplan/en/minor/cyber-security-minor/coursebook/topics-in-software-security-CS-510,Payer Mathias Josef,Memory corruption and type safety flaws dominate the threat landscape. We will approach current research from three dimensions: sanitization (finding flaws through runtime monitors); fuzzing (testing software automatically); and mitigation (protecting software at runtime).
EE-518,Analog circuits for biochip,3,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/analog-circuits-for-biochip-EE-518,"Carrara Sandro, Schmid Alexandre, Skrivervik Anja",Introduction to analog CMOS design for Remote Biosensors on Chip. Understanding and designing of active and remotely powered biosensing systems. Basic understanding of the wireless transmission of the obtained signals.
CS-401,Applied data analysis,8,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/applied-data-analysis-CS-401,Brbic Maria,"This course teaches the basic techniques, methodologies, and practical skills required to draw meaningful insights from a variety of data, with the help of the most acclaimed software tools in the data science world (pandas, scikit-learn, Spark, etc.)"
EE-519,Bioelectronics and biomedical microelectronics,3,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/bioelectronics-and-biomedical-microelectronics-EE-519,Schmid Alexandre,"The course covers the fundaments of bioelectronics and integrated microelectronics for biomedical and implantable systems. Issues and trade-offs at the circuit and systems levels of invasive microelectronic systems as well as their eluding designs, methods and classical implementations are discussed"
EE-517,Bio-nano-chip design,4,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/bio-nano-chip-design-EE-517,Carrara Sandro,Introduction to heterogeneous integration for Nano-Bio-CMOS sensors on Chip. Understanding and designing of active Bio/CMOS interfaces powered by nanostructures.
EE-424,Fundamentals of analog VLSI design,4,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/fundamentals-of-analog-vlsi-design-EE-424,"Choo Kyojin, Enz Christian",
EE-515,Fundamentals of biosensors and electronic biochips,3,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/fundamentals-of-biosensors-and-electronic-biochips-EE-515,Guiducci Carlotta,"The labels ""biosensor"" and ""eBiochip"" have been employed to refer to the most diverse systems and in several fields of application. The course is meant not only to provide means to dig into this sea but also a thoughtful understanding of the detection principles and a design perspective."
EE-490(g),Lab on app development for tablets and smartphones,4,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/lab-on-app-development-for-tablets-and-smartphones-EE-490-G,Ansaloni Giovanni,"Focusing on the Android ecosystem, this course teaches techniques for the development of distributed mobile applications, operating on multiple heterogeneous devices (tablets / smartwatches), sensing the environment, and interfacing with the cloud."
CIVIL-426,Machine learning for predictive maintenance applications,6,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/machine-learning-for-predictive-maintenance-applications-CIVIL-426,Fink Olga,"The course aims to develop machine learning algorithms capable of efficiently detecting faults in complex industrial and infrastructure assets, isolating their root causes, and ultimately predicting their remaining useful lifetime."
MICRO-455,Machine learning I,4,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/machine-learning-i-MICRO-455,Billard Aude,
EE-492(j),Project in edge computing and IoT,10,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/project-in-edge-computing-and-iot-EE-492-J,Profs divers *,
EE-594,Smart sensors for IoT,3,https://edu.epfl.ch/studyplan/en/minor/data-and-internet-of-things-minor/coursebook/smart-sensors-for-iot-EE-594,,"This lecture provides insights in the design and technologies of Internet-of-Things sensor nodes, with focus on low power technologies. The lectures alternate every two weeks between sensing technologies of various kinds (prof. Ionescu) and their integrated circuit readouts (prof. Enz)."
COM-417,Advanced probability and applications,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/advanced-probability-and-applications-COM-417,Shkel Yanina Yurina,"In this course, various aspects of probability theory are considered. The first part is devoted to the main theorems in the field (law of large numbers, central limit theorem, concentration inequalities), while the second part focuses on the theory of martingales in discrete time."
CS-250,Algorithms I,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/algorithms-i-CS-250,"Chiesa Alessandro, Svensson Ola Nils Anders","The students learn the theory and practice of basic concepts and techniques in algorithms. The course covers mathematical induction, techniques for analyzing algorithms, elementary data structures, major algorithmic paradigms such as dynamic programming, sorting and searching, and graph algorithms."
MATH-493,Applied biostatistics,5,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/applied-biostatistics-MATH-493,Goldstein Darlene,"This course covers topics in applied biostatistics, with an emphasis on practical aspects of data analysis using R statistical software. Topics include types of studies and their design and analysis, high dimensional data analysis (genetic/genomic) and other topics as time and interest permit."
CS-401,Applied data analysis,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/applied-data-analysis-CS-401,Brbic Maria,"This course teaches the basic techniques, methodologies, and practical skills required to draw meaningful insights from a variety of data, with the help of the most acclaimed software tools in the data science world (pandas, scikit-learn, Spark, etc.)"
CS-330,Artificial intelligence,4,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/artificial-intelligence-CS-330,Faltings Boi,"Introduction aux techniques de l'Intelligence Artificielle, complémentée par des exercices de programmation qui montrent les algorithmes et des exemples de leur application à des problèmes pratiques."
NX-414,Brain-like computation and intelligence,5,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/brain-like-computation-and-intelligence-NX-414,"Mathis Alexander, Schrimpf Martin",Recent advances in machine learning have contributed to the emergence of powerful models of animal perception and behavior. In this course we will compare the behavior and underlying mechanisms in these models as well as brains.
CS-442,Computer vision,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/computer-vision-CS-442,Fua Pascal,"Computer Vision aims at modeling the world from digital images acquired using video or infrared cameras, and other imaging sensors. We will focus on images acquired using digital cameras. We will introduce basic processing techniques and discuss their field of applicability."
CS-300,Data-intensive systems,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/data-intensive-systems-CS-300,"Ailamaki Anastasia, Kashyap Sanidhya",This course covers the data management system design concepts using a hands-on approach.
COM-480,Data visualization,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/data-visualization-COM-480,Vuillon Laurent Gilles Marie,"Understanding why and how to present complex data interactively in an effective manner has become a crucial skill for any data scientist. In this course, you will learn how to design, judge, build and present your own interactive data visualizations."
EE-559,Deep learning,4,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/deep-learning-EE-559,Cavallaro Andrea,"This course explores how to design reliable discriminative and generative neural networks, the ethics of data acquisition and model deployment, as well as modern multi-modal models."
CS-502,Deep learning in biomedicine,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/deep-learning-in-biomedicine-CS-502,,"Deep learning offers potential to transform biomedical research. In this course, we will cover recent deep learning methods and learn how to apply these methods to problems in biomedical domain."
CS-456,Deep reinforcement learning,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/deep-reinforcement-learning-CS-456,Gulcehre Caglar,"This course provides an overview and introduces modern methods for reinforcement learning (RL.) The course starts with the fundamentals of RL, such as Q-learning, and delves into commonly used approaches, like PPO and DQN. The course will introduce students to practical applications of RL."
CS-423,Distributed information systems,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/distributed-information-systems-CS-423,Aberer Karl,"This course introduces the foundations of information retrieval, data mining and knowledge bases, which constitute the foundations of today's Web-based distributed information systems."
COM-406,Foundations of Data Science,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/foundations-of-data-science-COM-406,"Gastpar Michael Christoph, Urbanke Rüdiger","We discuss a set of topics that are important for the understanding of modern data science but that are typically not taught in an introductory ML course. In particular we discuss fundamental ideas and techniques that come from probability, information theory as well as signal processing."
EE-451,Image analysis and pattern recognition,4,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/image-analysis-and-pattern-recognition-EE-451,"Bozorgtabar Seyedbehzad, Thiran Jean-Philippe",This course gives an introduction to the main methods of image analysis and pattern recognition.
CS-430,Intelligent agents,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/intelligent-agents-CS-430,Faltings Boi,"Software agents are widely used to control physical, economic and financial processes. The course presents practical methods for implementing software agents and multi-agent systems, supported by programming exercises, and the theoretical underpinnings including computational game theory."
COM-308,Internet analytics,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/internet-analytics-COM-308,Grossglauser Matthias,"Internet analytics is the collection, modeling, and analysis of user data in large-scale online services, such as social networking, e-commerce, search, and advertisement. This class explores a number of the key functions of such online services that have become ubiquitous over the past decade."
CS-431,Introduction to natural language processing,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/introduction-to-natural-language-processing-CS-431,"Bosselut Antoine, Chappelier Jean-Cédric, Rajman Martin","The objective of this course is to present the main models, formalisms and algorithms necessary for the development of applications in the field of natural language information processing. The concepts introduced during the lectures will be applied during practical sessions."
COM-490,Large-scale data science for real-world data,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/large-scale-data-science-for-real-world-data-COM-490,"Bouillet Eric Pierre, Delgado Borda Pamela Isabel, Sarni Sofiane, Verscheure Olivier","This hands-on course teaches the tools & methods used by data scientists, from researching solutions to scaling up prototypes to Spark clusters. It exposes the students to the entire data science pipeline, from data acquisition to extracting valuable insights applied to real-world problems."
CS-433,Machine learning,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/machine-learning-CS-433,"Flammarion Nicolas Henri Bernard, Jaggi Martin","Machine learning methods are becoming increasingly central in many sciences and applications. In this course, fundamental principles and methods of machine learning will be introduced, analyzed and practically implemented."
CS-421,Machine learning for behavioral data,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/machine-learning-for-behavioral-data-CS-421,Käser Jacober Tanja Christina,"Computer environments such as educational games, interactive simulations, and web services provide large amounts of data, which can be analyzed and serve as a basis for adaptation. This course will cover the core methods of user modeling and personalization, with a focus on educational data."
EE-556,Mathematics of data: from theory to computation,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/mathematics-of-data-from-theory-to-computation-EE-556,Cevher Volkan,"This course provides an overview of key advances in continuous optimization and statistical analysis for machine learning. We review recent learning formulations and models as well as their guarantees, describe scalable solution techniques and algorithms, and illustrate the trade-offs involved."
CS-552,Modern natural language processing,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/modern-natural-language-processing-CS-552,Bosselut Antoine,"Natural language processing is ubiquitous in modern intelligent technologies, serving as a foundation for language translators, virtual assistants, search engines, and many more. In this course, students will learn algorithmic tools for tackling problems in modern NLP."
COM-512,Networks out of control,6,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/networks-out-of-control-COM-512,,"The goal of this class is to acquire mathematical tools and engineering insight about networks whose structure is random, as well as learning and control techniques applicable to such network data."
CS-439,Optimization for machine learning,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/optimization-for-machine-learning-CS-439,Flammarion Nicolas Henri Bernard,"This course teaches an overview of modern optimization methods, for applications in machine learning and data science. In particular, scalability of algorithms to large datasets will be discussed in theory and in implementation."
COM-508,Optional research project in Data Science,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/optional-research-project-in-data-science-COM-508,Profs divers *,Individual research during the semester under the guidance of a professor or an assistant.
CS-214,Software construction,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/software-construction-CS-214,"Kuncak Viktor, Odersky Martin, Pit-Claudel Clément","Learn how to design and implement reliable, maintainable, and efficient software using a mix of programming skills (declarative style, higher-order functions, inductive types, parallelism) and fundamental software construction concepts (reusability, abstraction, encapsulation, composition, proofs)"
MATH-413,Statistics for data science,8,https://edu.epfl.ch/studyplan/en/minor/data-science-minor/coursebook/statistics-for-data-science-MATH-413,"Chandak Rajita Ramesh, Limnios Myrto","Statistics lies at the foundation of data science, providing a unifying theoretical and methodological backbone for the diverse tasks enountered in this emerging field. This course rigorously develops the key notions and methods of statistics, with an emphasis on concepts rather than techniques."
